OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2
230,250,VNM,Vietnam,23,Ha Noi,230,Phú Xuyên,Huy<U+1EC7>n,District,NA,Phu Xuyen
231,250,VNM,Vietnam,23,Ha Noi,231,Phúc Thọ,Huy<U+1EC7>n,District,NA,Phuc Tho
232,250,VNM,Vietnam,23,Ha Noi,232,Qu<U+1ED1>c Oai,Huy<U+1EC7>n,District,NA,Quoc Oai
233,250,VNM,Vietnam,23,Ha Noi,233,Sóc Son,Huy<U+1EC7>n,District,NA,Soc Son
234,250,VNM,Vietnam,23,Ha Noi,234,Son Tây,Thi xa,Township,NA,Son Tay
235,250,VNM,Vietnam,23,Ha Noi,235,Tây H<U+1ED3>,Huy<U+1EC7>n,District,NA,Tay Ho
236,250,VNM,Vietnam,23,Ha Noi,236,Từ Liêm,Huy<U+1EC7>n,District,NA,Tu Liem
237,250,VNM,Vietnam,23,Ha Noi,237,Thu<U+1EDD>ng Tín,Huy<U+1EC7>n,District,NA,Thuong Tin
238,250,VNM,Vietnam,23,Ha Noi,238,Thanh Oai,Huy<U+1EC7>n,District,NA,Thanh Oai
239,250,VNM,Vietnam,23,Ha Noi,239,Thanh Trì,Huy<U+1EC7>n,District,NA,Thanh Tri
240,250,VNM,Vietnam,23,Ha Noi,240,Thanh Xuân,Huy<U+1EC7>n,District,NA,Thanh Xuan
241,250,VNM,Vietnam,23,Ha Noi,241,Th<U+1EA1>ch Th<U+1EA5>t,Huy<U+1EC7>n,District,NA,Thach That
242,250,VNM,Vietnam,24,Ha Nam,242,Bình L<U+1EE5>c,Huy<U+1EC7>n,District,NA,Binh Luc
243,250,VNM,Vietnam,24,Ha Nam,243,Duy Tiên,Huy<U+1EC7>n,District,NA,Duy Tien
244,250,VNM,Vietnam,24,Ha Nam,244,Kim Bảng,Huy<U+1EC7>n,District,NA,Kim Bang
245,250,VNM,Vietnam,24,Ha Nam,245,Lý Nhân,Huy<U+1EC7>n,District,NA,Ly Nhan
246,250,VNM,Vietnam,24,Ha Nam,246,Ph<U+1EE7> Lý,Thi xa,Township,NA,Phu Ly
247,250,VNM,Vietnam,24,Ha Nam,247,Thanh Liêm,Huy<U+1EC7>n,District,NA,Thanh Liem
248,250,VNM,Vietnam,25,Ha Tinh,248,Ð<U+1EE9>c Thọ,Huy<U+1EC7>n,District,NA,Duc Tho
249,250,VNM,Vietnam,25,Ha Tinh,249,Can L<U+1ED9>c,Huy<U+1EC7>n,District,NA,Can Loc
250,250,VNM,Vietnam,25,Ha Tinh,250,C<U+1EA9>m Xuyên,Huy<U+1EC7>n,District,NA,Cam Xuyen
251,250,VNM,Vietnam,25,Ha Tinh,251,Hà Tinh,Thi xa,Township,NA,NA
252,250,VNM,Vietnam,25,Ha Tinh,252,H<U+1ED3>ng Linh,Thi xa,Township,NA,Hong Linh
253,250,VNM,Vietnam,25,Ha Tinh,253,Huong Khê,Huy<U+1EC7>n,District,NA,Huong Khe
254,250,VNM,Vietnam,25,Ha Tinh,254,Huong Son,Huy<U+1EC7>n,District,NA,Huong Son
255,250,VNM,Vietnam,25,Ha Tinh,255,K<U+1EF3> Anh,Huy<U+1EC7>n,District,NA,Ky Anh
256,250,VNM,Vietnam,25,Ha Tinh,256,Nghi Xuân,Huy<U+1EC7>n,District,NA,Nghi Xuan
257,250,VNM,Vietnam,25,Ha Tinh,257,Th<U+1EA1>ch Hà,Huy<U+1EC7>n,District,NA,Thach Ha
258,250,VNM,Vietnam,25,Ha Tinh,258,Vu Quang,Huy<U+1EC7>n,District,NA,Vu Quang
259,250,VNM,Vietnam,26,Ho Chi Minh,259,Bình Chánh,Huy<U+1EC7>n,District,NA,Binh Chanh
260,250,VNM,Vietnam,26,Ho Chi Minh,260,Bình Th<U+1EA1>nh,Quan,Urban District,NA,Binh Thanh
261,250,VNM,Vietnam,26,Ho Chi Minh,261,Binh Tan,Quan,Urban District,NA,Binh Tan
262,250,VNM,Vietnam,26,Ho Chi Minh,262,C<U+1EE7> Chi,Huy<U+1EC7>n,District,NA,Cu Chi
263,250,VNM,Vietnam,26,Ho Chi Minh,263,C<U+1EA7>n Gi<U+1EDD>,Huy<U+1EC7>n,District,NA,Can Gio
264,250,VNM,Vietnam,26,Ho Chi Minh,264,Gò V<U+1EA5>p,Quan,Urban District,NA,Go Vap
265,250,VNM,Vietnam,26,Ho Chi Minh,265,Hóc Môn,Huy<U+1EC7>n,District,NA,Hoc Mon
266,250,VNM,Vietnam,26,Ho Chi Minh,266,Nhà Bè,Huy<U+1EC7>n,District,NA,Nha Be
267,250,VNM,Vietnam,26,Ho Chi Minh,267,Phú Nhuan,Quan,Urban District,NA,Phu Nhuan
268,250,VNM,Vietnam,26,Ho Chi Minh,268,Quan 10,Quan,Urban District,NA,Quan 10
269,250,VNM,Vietnam,26,Ho Chi Minh,269,Quan 11,Quan,Urban District,NA,Quan 11
270,250,VNM,Vietnam,26,Ho Chi Minh,270,Quan 12,Quan,Urban District,NA,Quan 12
271,250,VNM,Vietnam,26,Ho Chi Minh,271,Quan 1,Quan,Urban District,NA,Quan 1
272,250,VNM,Vietnam,26,Ho Chi Minh,272,Quan 2,Quan,Urban District,NA,Quan 2
273,250,VNM,Vietnam,26,Ho Chi Minh,273,Quan 3,Quan,Urban District,NA,Quan 3
274,250,VNM,Vietnam,26,Ho Chi Minh,274,Quan 4,Quan,Urban District,NA,Quan 4
275,250,VNM,Vietnam,26,Ho Chi Minh,275,Quan 5,Quan,Urban District,NA,Quan 5
276,250,VNM,Vietnam,26,Ho Chi Minh,276,Quan 6,Quan,Urban District,NA,Quan 6
277,250,VNM,Vietnam,26,Ho Chi Minh,277,Quan 7,Quan,Urban District,NA,Quan 7
278,250,VNM,Vietnam,26,Ho Chi Minh,278,Quan 8,Quan,Urban District,NA,Quan 8
279,250,VNM,Vietnam,26,Ho Chi Minh,279,Quan 9,Quan,Urban District,NA,Quan 9
280,250,VNM,Vietnam,26,Ho Chi Minh,280,Tân Bình,Quan,Urban District,NA,Tan Binh
281,250,VNM,Vietnam,26,Ho Chi Minh,281,Tan Phu,Quan,Urban District,NA,Tan Phu
282,250,VNM,Vietnam,26,Ho Chi Minh,282,Th<U+1EE7> Ð<U+1EE9>c,Quan,Urban District,NA,Thu Duc
283,250,VNM,Vietnam,27,Hoa Binh,283,Ðà B<U+1EAF>c,Huy<U+1EC7>n,District,NA,Ðà R<U+1EAF>c| Da Bac
284,250,VNM,Vietnam,27,Hoa Binh,284,Cao Phong,Huy<U+1EC7>n,District,NA,NA
285,250,VNM,Vietnam,27,Hoa Binh,285,Hòa Bình,Thi xa,Township,NA,Hoa Binh
286,250,VNM,Vietnam,27,Hoa Binh,286,K<U+1EF3> Son,Huy<U+1EC7>n,District,NA,Ky Son
287,250,VNM,Vietnam,27,Hoa Binh,287,Kim Bôi,Huy<U+1EC7>n,District,NA,Kim Boi
288,250,VNM,Vietnam,27,Hoa Binh,288,Luong Son,Huy<U+1EC7>n,District,NA,Luong Son
289,250,VNM,Vietnam,27,Hoa Binh,289,L<U+1EA1>c Son,Huy<U+1EC7>n,District,NA,Lac Son
290,250,VNM,Vietnam,27,Hoa Binh,290,L<U+1EA1>c Thu<U+1EF7>,Huy<U+1EC7>n,District,NA,Lac Thuy
291,250,VNM,Vietnam,27,Hoa Binh,291,Mai Châu,Huy<U+1EC7>n,District,NA,Mai Chau
292,250,VNM,Vietnam,27,Hoa Binh,292,Tân L<U+1EA1>c,Huy<U+1EC7>n,District,NA,Tan Lac
293,250,VNM,Vietnam,27,Hoa Binh,293,Yên Thu<U+1EF7>,Huy<U+1EC7>n,District,NA,Yen Thuy
294,250,VNM,Vietnam,28,Hung Yen,294,Ân Thi,Huy<U+1EC7>n,District,NA,NA
295,250,VNM,Vietnam,28,Hung Yen,295,Hung Yên,Thi xa,Township,NA,Hung Yen
296,250,VNM,Vietnam,28,Hung Yen,296,Khoái Châu,Huy<U+1EC7>n,District,NA,Khoai Chau
297,250,VNM,Vietnam,28,Hung Yen,297,Kim Ð<U+1ED9>ng,Huy<U+1EC7>n,District,NA,Kim Dong
298,250,VNM,Vietnam,28,Hung Yen,298,M<U+1EF9> Hào,Huy<U+1EC7>n,District,NA,My Hao
299,250,VNM,Vietnam,28,Hung Yen,299,Phù Cừ,Huy<U+1EC7>n,District,NA,Phu Cu
300,250,VNM,Vietnam,28,Hung Yen,300,Tiên L<U+1EEF>,Huy<U+1EC7>n,District,NA,Tien Lu
301,250,VNM,Vietnam,28,Hung Yen,301,Van Giang,Huy<U+1EC7>n,District,NA,Van Giang
302,250,VNM,Vietnam,28,Hung Yen,302,Van Lâm,Huy<U+1EC7>n,District,NA,Van Lam
303,250,VNM,Vietnam,28,Hung Yen,303,Yên M<U+1EF9>,Huy<U+1EC7>n,District,NA,Yen My
304,250,VNM,Vietnam,29,Hai Duong,304,Bình Giang,Huy<U+1EC7>n,District,NA,Binh Giang
305,250,VNM,Vietnam,29,Hai Duong,305,C<U+1EA9>m Giàng,Huy<U+1EC7>n,District,NA,Cam Giang
306,250,VNM,Vietnam,29,Hai Duong,306,Chí Linh,Huy<U+1EC7>n,District,NA,Chi Linh
307,250,VNM,Vietnam,29,Hai Duong,307,Gia L<U+1ED9>c,Huy<U+1EC7>n,District,NA,Gia Loc
308,250,VNM,Vietnam,29,Hai Duong,308,Hải Dương,Than Pho,City,NA,Hai Duong
309,250,VNM,Vietnam,29,Hai Duong,309,Kim Thành,Huy<U+1EC7>n,District,NA,Kim Thanh
310,250,VNM,Vietnam,29,Hai Duong,310,Kinh Môn,Huy<U+1EC7>n,District,NA,Kinh Mon
311,250,VNM,Vietnam,29,Hai Duong,311,Nam Sách,Huy<U+1EC7>n,District,NA,Nam Sach
312,250,VNM,Vietnam,29,Hai Duong,312,Ninh Giang,Huy<U+1EC7>n,District,NA,Ninh Giang
313,250,VNM,Vietnam,29,Hai Duong,313,T<U+1EE9> K<U+1EF3>,Huy<U+1EC7>n,District,NA,Tu Ky
314,250,VNM,Vietnam,29,Hai Duong,314,Thanh Hà,Huy<U+1EC7>n,District,NA,Thanh Ha
315,250,VNM,Vietnam,29,Hai Duong,315,Thanh Mi<U+1EC7>n,Huy<U+1EC7>n,District,NA,Thanh Mien
316,250,VNM,Vietnam,30,Hai Phong,316,Ð<U+1ED3> Son,Thi xa,Township,NA,Do Son
317,250,VNM,Vietnam,30,Hai Phong,317,An Duong,Huy<U+1EC7>n,District,NA,An Duong
318,250,VNM,Vietnam,30,Hai Phong,318,An Lão,Huy<U+1EC7>n,District,NA,An Lao
319,250,VNM,Vietnam,30,Hai Phong,319,Bach Long Vi,Island,Island,NA,NA
320,250,VNM,Vietnam,30,Hai Phong,320,Cát Hải,Huy<U+1EC7>n,District,NA,Cat Hai
321,250,VNM,Vietnam,30,Hai Phong,321,H<U+1ED3>ng Bàng,Huy<U+1EC7>n,District,NA,Hong Bang
322,250,VNM,Vietnam,30,Hai Phong,322,Hải An,Quan,Urban District,NA,Hai An
323,250,VNM,Vietnam,30,Hai Phong,323,Kiến An,Huy<U+1EC7>n,District,NA,Kien An
324,250,VNM,Vietnam,30,Hai Phong,324,Kiến Th<U+1EE5>y,Huy<U+1EC7>n,District,NA,Kien Thuy
325,250,VNM,Vietnam,30,Hai Phong,325,Lê Chân,Huy<U+1EC7>n,District,NA,Le Chan
326,250,VNM,Vietnam,30,Hai Phong,326,Ngô Quy<U+1EC1>n,Huy<U+1EC7>n,District,NA,Ngo Quyen
327,250,VNM,Vietnam,30,Hai Phong,327,Th<U+1EE7>y Nguyên,Huy<U+1EC7>n,District,NA,Thuy Nguyen
328,250,VNM,Vietnam,30,Hai Phong,328,Tiên Lãng,Huy<U+1EC7>n,District,NA,Tien Lang
329,250,VNM,Vietnam,30,Hai Phong,329,Vinh Bảo,Huy<U+1EC7>n,District,NA,Vinh Bao
330,250,VNM,Vietnam,31,Hau Giang,330,Châu Thành A,Huy<U+1EC7>n,District,NA,Chau Thanh A
331,250,VNM,Vietnam,31,Hau Giang,331,Châu Thành,Huy<U+1EC7>n,District,NA,Chau Thanh
332,250,VNM,Vietnam,31,Hau Giang,332,Long M<U+1EF9>,Huy<U+1EC7>n,District,NA,NA
333,250,VNM,Vietnam,31,Hau Giang,333,Ph<U+1EE5>ng Hi<U+1EC7>p,Huy<U+1EC7>n,District,NA,Phung Hiep
334,250,VNM,Vietnam,31,Hau Giang,334,Vị Thanh,Huy<U+1EC7>n,District,NA,Vi Thuy
335,250,VNM,Vietnam,31,Hau Giang,335,Vị Thu<U+1EF7>,Huy<U+1EC7>n,District,NA,Vi Thuy
336,250,VNM,Vietnam,32,Khanh Hoa,336,Cam Lâm,Huy<U+1EC7>n,District,NA,NA
337,250,VNM,Vietnam,32,Khanh Hoa,337,Cam Ranh,Thi xa,Township,NA,NA
338,250,VNM,Vietnam,32,Khanh Hoa,338,Diên Khánh,Huy<U+1EC7>n,District,NA,Dien Khanh
339,250,VNM,Vietnam,32,Khanh Hoa,339,Khánh Son,Huy<U+1EC7>n,District,NA,Khanh Son
340,250,VNM,Vietnam,32,Khanh Hoa,340,Khánh Vinh,Huy<U+1EC7>n,District,NA,Khanh Vinh
341,250,VNM,Vietnam,32,Khanh Hoa,341,Nha Trang,Than Pho,City,NA,NA
342,250,VNM,Vietnam,32,Khanh Hoa,342,Ninh Hòa,Huy<U+1EC7>n,District,NA,Ninh Hoa
343,250,VNM,Vietnam,32,Khanh Hoa,343,Van Ninh,Huy<U+1EC7>n,District,NA,Van Ninh
344,250,VNM,Vietnam,33,Kien Giang,344,An Biên,Huy<U+1EC7>n,District,NA,An Bien
345,250,VNM,Vietnam,33,Kien Giang,345,An Minh,Huy<U+1EC7>n,District,NA,NA
346,250,VNM,Vietnam,33,Kien Giang,346,Châu Thành,Huy<U+1EC7>n,District,NA,Chau Thanh
347,250,VNM,Vietnam,33,Kien Giang,347,Gò Quao,Huy<U+1EC7>n,District,NA,Go Quao
348,250,VNM,Vietnam,33,Kien Giang,348,Gi<U+1ED3>ng Ri<U+1EC1>ng,Huy<U+1EC7>n,District,NA,Giong Rieng
349,250,VNM,Vietnam,33,Kien Giang,349,Hà Tiên,Thi xa,Township,NA,Ha Tien
350,250,VNM,Vietnam,33,Kien Giang,350,Hòn Ð<U+1EA5>t,Huy<U+1EC7>n,District,NA,Hon Dat
351,250,VNM,Vietnam,33,Kien Giang,351,Kiên Hải,Huy<U+1EC7>n,District,NA,Kien Hai
352,250,VNM,Vietnam,33,Kien Giang,352,Kiên Luong,Huy<U+1EC7>n,District,NA,Kien Luong
353,250,VNM,Vietnam,33,Kien Giang,353,Phú Qu<U+1ED1>c,Huy<U+1EC7>n,District,NA,Phu Quoc
354,250,VNM,Vietnam,33,Kien Giang,354,R<U+1EA1>ch Giá,Thi xa,Township,NA,Rach Gia
355,250,VNM,Vietnam,33,Kien Giang,355,Tân Hi<U+1EC7>p,Huy<U+1EC7>n,District,NA,Tan Hiep
356,250,VNM,Vietnam,33,Kien Giang,356,U Minh Thu<U+1EE3>ng,Huy<U+1EC7>n,District,NA,NA
357,250,VNM,Vietnam,33,Kien Giang,357,Vinh Thuan,Huy<U+1EC7>n,District,NA,Vinh Thuan
358,250,VNM,Vietnam,34,Kon Tum,358,Ðak Glei,Huy<U+1EC7>n,District,NA,Dak Glei
359,250,VNM,Vietnam,34,Kon Tum,359,Ðak Hà,Huy<U+1EC7>n,District,NA,Dak Ha
360,250,VNM,Vietnam,34,Kon Tum,360,Ðak Tô,Huy<U+1EC7>n,District,NA,Dak To
361,250,VNM,Vietnam,34,Kon Tum,361,Kon Plông,Huy<U+1EC7>n,District,NA,Kon Plong
362,250,VNM,Vietnam,34,Kon Tum,362,Kon R<U+1EAB>y,Huy<U+1EC7>n,District,NA,Kon Ray
363,250,VNM,Vietnam,34,Kon Tum,363,Kon Tum,Thi xa,Township,NA,NA
364,250,VNM,Vietnam,34,Kon Tum,364,Ngọc H<U+1ED3>i,Huy<U+1EC7>n,District,NA,Ngoc Hoi
365,250,VNM,Vietnam,34,Kon Tum,365,Sa Th<U+1EA7>y,Huy<U+1EC7>n,District,NA,Sa Thay
366,250,VNM,Vietnam,34,Kon Tum,366,Tu Mo Rông,Huy<U+1EC7>n,District,NA,NA
367,250,VNM,Vietnam,35,Lao Cai,367,Bát Xát,Huy<U+1EC7>n,District,NA,Bat Xat
368,250,VNM,Vietnam,35,Lao Cai,368,B<U+1EAF>c Hà,Huy<U+1EC7>n,District,NA,Bac Ha
369,250,VNM,Vietnam,35,Lao Cai,369,Bảo Th<U+1EAF>ng,Huy<U+1EC7>n,District,NA,Bao Thang
370,250,VNM,Vietnam,35,Lao Cai,370,Bảo Yên,Huy<U+1EC7>n,District,NA,Bao Yen
371,250,VNM,Vietnam,35,Lao Cai,371,Lào Cai,Than Pho,City,NA,Lao Cai
372,250,VNM,Vietnam,35,Lao Cai,372,Mu<U+1EDD>ng Khuong,Huy<U+1EC7>n,District,NA,Muong Khuong
373,250,VNM,Vietnam,35,Lao Cai,373,Sa Pa,Huy<U+1EC7>n,District,NA,NA
374,250,VNM,Vietnam,35,Lao Cai,374,Si Ma Cai,Huy<U+1EC7>n,District,NA,NA
375,250,VNM,Vietnam,35,Lao Cai,375,Van Bàn,Huy<U+1EC7>n,District,NA,Van Ban
376,250,VNM,Vietnam,36,Lam Ðong,376,Ðà L<U+1EA1>t,Than Pho,City,NA,Da Lat
377,250,VNM,Vietnam,36,Lam Ðong,377,Ð<U+1EE9>c Trọng,Huy<U+1EC7>n,District,NA,Duc Trong
378,250,VNM,Vietnam,36,Lam Ðong,378,Ðon Duong,Huy<U+1EC7>n,District,NA,Don Duong
379,250,VNM,Vietnam,36,Lam Ðong,379,Ðam Rông,Huy<U+1EC7>n,District,NA,Dam Rong
380,250,VNM,Vietnam,36,Lam Ðong,380,Ð<U+1EA1> Huoai,Huy<U+1EC7>n,District,NA,Da Huoai
381,250,VNM,Vietnam,36,Lam Ðong,381,Ð<U+1EA1> T<U+1EBB>h,Huy<U+1EC7>n,District,NA,Da Teh
382,250,VNM,Vietnam,36,Lam Ðong,382,Bảo Lâm,Huy<U+1EC7>n,District,NA,Bao Lam
383,250,VNM,Vietnam,36,Lam Ðong,383,Bảo L<U+1ED9>c,Thi xa,Township,NA,Bao Loc
384,250,VNM,Vietnam,36,Lam Ðong,384,Cát Tiên,Huy<U+1EC7>n,District,NA,Cat Tien
385,250,VNM,Vietnam,36,Lam Ðong,385,Di Linh,Huy<U+1EC7>n,District,NA,NA
386,250,VNM,Vietnam,36,Lam Ðong,386,Lâm Hà,Huy<U+1EC7>n,District,NA,Lam Ha
387,250,VNM,Vietnam,36,Lam Ðong,387,L<U+1EA1>c Duong,Huy<U+1EC7>n,District,NA,Lac Duong
388,250,VNM,Vietnam,37,Lai Chau,388,Lai Châu,Thi xa,Township,NA,Lai Chau
389,250,VNM,Vietnam,37,Lai Chau,389,Mu<U+1EDD>ng Tè,Huy<U+1EC7>n,District,NA,Muong Te
390,250,VNM,Vietnam,37,Lai Chau,390,Phong Th<U+1ED5>,Huy<U+1EC7>n,District,NA,Phong Tho
391,250,VNM,Vietnam,37,Lai Chau,391,Sìn H<U+1ED3>,Huy<U+1EC7>n,District,NA,Sin Ho
392,250,VNM,Vietnam,37,Lai Chau,392,Tam Ðu<U+1EDD>ng,Huy<U+1EC7>n,District,NA,Tam Duong
393,250,VNM,Vietnam,37,Lai Chau,393,Thanh Uyen,Huy<U+1EC7>n,District,NA,NA
394,250,VNM,Vietnam,38,Lang Son,394,Ðình Lap,Huy<U+1EC7>n,District,NA,Dinh Lap
395,250,VNM,Vietnam,38,Lang Son,395,Bình Gia,Huy<U+1EC7>n,District,NA,Binh Gia
396,250,VNM,Vietnam,38,Lang Son,396,B<U+1EAF>c Son,Huy<U+1EC7>n,District,NA,Bac Son
397,250,VNM,Vietnam,38,Lang Son,397,Cao L<U+1ED9>c,Huy<U+1EC7>n,District,NA,Cao Loc
398,250,VNM,Vietnam,38,Lang Son,398,Chi Lang,Huy<U+1EC7>n,District,NA,Chi Lang
399,250,VNM,Vietnam,38,Lang Son,399,H<U+1EEF>u Lung,Huy<U+1EC7>n,District,NA,Huu Lung
400,250,VNM,Vietnam,38,Lang Son,400,L<U+1ED9>c Bình,Huy<U+1EC7>n,District,NA,Loc Binh
401,250,VNM,Vietnam,38,Lang Son,401,L<U+1EA1>ng Son,Than Pho,City,NA,Lang Son
402,250,VNM,Vietnam,38,Lang Son,402,Tràng Ðịnh,Huy<U+1EC7>n,District,NA,Trang Dinh
403,250,VNM,Vietnam,38,Lang Son,403,Vãn Lãng,Huy<U+1EC7>n,District,NA,Van Lang
404,250,VNM,Vietnam,38,Lang Son,404,Van Quan,Huy<U+1EC7>n,District,NA,Van Quan
405,250,VNM,Vietnam,39,Long An,405,Ð<U+1EE9>c Hòa,Huy<U+1EC7>n,District,NA,Duc Hoa
406,250,VNM,Vietnam,39,Long An,406,Ð<U+1EE9>c Hu<U+1EC7>,Huy<U+1EC7>n,District,NA,Duc Hue
407,250,VNM,Vietnam,39,Long An,407,Bến L<U+1EE9>c,Huy<U+1EC7>n,District,NA,Ben Luc
408,250,VNM,Vietnam,39,Long An,408,C<U+1EA7>n Ðu<U+1EDB>c,Huy<U+1EC7>n,District,NA,Can Duoc
409,250,VNM,Vietnam,39,Long An,409,C<U+1EA7>n Giu<U+1ED9>c,Huy<U+1EC7>n,District,NA,Can Giuoc
410,250,VNM,Vietnam,39,Long An,410,Châu Thành,Huy<U+1EC7>n,District,NA,Chau Thanh
411,250,VNM,Vietnam,39,Long An,411,M<U+1ED9>c Hóa,Huy<U+1EC7>n,District,NA,Moc Hoa
412,250,VNM,Vietnam,39,Long An,412,Tân An,Thi xa,Township,NA,Tan An
413,250,VNM,Vietnam,39,Long An,413,Tân Hung,Huy<U+1EC7>n,District,NA,Tan Hung
414,250,VNM,Vietnam,39,Long An,414,Tân Thành,Huy<U+1EC7>n,District,NA,Tan Thanh
415,250,VNM,Vietnam,39,Long An,415,Tân Tr<U+1EE5>,Huy<U+1EC7>n,District,NA,Tan Tru
416,250,VNM,Vietnam,39,Long An,416,Th<U+1EE7> Thừa,Huy<U+1EC7>n,District,NA,Thu Thua
417,250,VNM,Vietnam,39,Long An,417,Thanh Hóa,Huy<U+1EC7>n,District,NA,Thanh Hoa
418,250,VNM,Vietnam,39,Long An,418,Vinh Hung,Huy<U+1EC7>n,District,NA,Vinh Hung
419,250,VNM,Vietnam,40,Nam Dinh,419,Ý Yên,Huy<U+1EC7>n,District,NA,Y Yen
420,250,VNM,Vietnam,40,Nam Dinh,420,Giao Th<U+1EE7>y,Huy<U+1EC7>n,District,NA,Giao Thuy
421,250,VNM,Vietnam,40,Nam Dinh,421,Hải Hau,Huy<U+1EC7>n,District,NA,Hai Hau
422,250,VNM,Vietnam,40,Nam Dinh,422,M<U+1EF9> L<U+1ED9>c,Huy<U+1EC7>n,District,NA,My Loc
423,250,VNM,Vietnam,40,Nam Dinh,423,Nam Ðịnh,Huy<U+1EC7>n,District,NA,Nam Dinh
424,250,VNM,Vietnam,40,Nam Dinh,424,Nam Tr<U+1EF1>c,Huy<U+1EC7>n,District,NA,Nam Truc
425,250,VNM,Vietnam,40,Nam Dinh,425,Nghia Hung,Huy<U+1EC7>n,District,NA,Nghia Hung
426,250,VNM,Vietnam,40,Nam Dinh,426,Tr<U+1EF1>c Ninh,Huy<U+1EC7>n,District,NA,Truc Ninh
427,250,VNM,Vietnam,40,Nam Dinh,427,V<U+1EE5> Bản,Huy<U+1EC7>n,District,NA,Vu Ban
428,250,VNM,Vietnam,40,Nam Dinh,428,Xuân Tru<U+1EDD>ng,Huy<U+1EC7>n,District,NA,Xuan Truong
429,250,VNM,Vietnam,41,Nghe An,429,Ðô Luong,Huy<U+1EC7>n,District,NA,Do Luong
430,250,VNM,Vietnam,41,Nghe An,430,Anh Son,Huy<U+1EC7>n,District,NA,Anh Son
431,250,VNM,Vietnam,41,Nghe An,431,C<U+1EED>a Lò,Thi xa,Township,NA,Cua Lo
432,250,VNM,Vietnam,41,Nghe An,432,Con Cuông,Huy<U+1EC7>n,District,NA,Con Cuong
433,250,VNM,Vietnam,41,Nghe An,433,Di<U+1EC5>n Châu,Huy<U+1EC7>n,District,NA,Dien Chau
434,250,VNM,Vietnam,41,Nghe An,434,Hung Nguyên,Huy<U+1EC7>n,District,NA,Hung Nguyen
435,250,VNM,Vietnam,41,Nghe An,435,K<U+1EF3> Son,Huy<U+1EC7>n,District,NA,Ky Son
436,250,VNM,Vietnam,41,Nghe An,436,Nam Ðàn,Huy<U+1EC7>n,District,NA,Nam Dan
437,250,VNM,Vietnam,41,Nghe An,437,Nghia Ðàn,Huy<U+1EC7>n,District,NA,Nghia Dan
438,250,VNM,Vietnam,41,Nghe An,438,Nghi L<U+1ED9>c,Huy<U+1EC7>n,District,NA,Nghi Loc
439,250,VNM,Vietnam,41,Nghe An,439,Qu<U+1EF3> Châu,Huy<U+1EC7>n,District,NA,Quy Chau
440,250,VNM,Vietnam,41,Nghe An,440,Qu<U+1EF3> H<U+1EE3>p,Huy<U+1EC7>n,District,NA,Quy Hop
